SMILES,GENERIC_NAME,SYNONYMS
CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC(O)CO)OC(=O)CCCCCCCCCCCCCCC.[Na+],"Sodium 1,2-Dipalmitoyl-sn-glycero-3-phospho-(1'-rac-glycerol)","1,2-dipalmitoyl-sn-glycero-3-phosphorylglycerol sodium salt; L-DPPG-Na; R-DPPG-Na"
F[B-](F)(F)F.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[Cu+],Tetrakis(2-methoxyisobutylisocyanide)copper(I) tetrafluoroborate,Cardio-spect; Tetrakis (2-methoxyisobutyl isonitrile) copper (I) tetrafluoroborate
OC[C@H]1O[C@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,alpha-Arbutin,"Alpha Arbutin; alpha-D-Glucopyranoside, 4-hydroxyphenyl; α-Arbutin"
CC(O)CCO,Butylene glycol,"(RS)-1,3-Butandiol; 1,3 Butylene glycol; 1,3-Butandiol; 1,3-Butanediol; 1,3-Butylene glycol; 1,3-Butylenglykol; BD; beta-Butylene glycol; Butane-1,3-diol; Methyltrimethylene glycol"
O.O=[Si]([O-])[O-].O=[Si]([O-])[O-].O=[Si]([O-])[O-].[Al+3].[Al+3].[Mg+2].[Mg+2].[O-2].[O-2],Silodrate,Magnesium aluminometasilicate; Silodrate; Simaldrate
CC(c1ccccc1)c1ccc(O)cc1O,Phenylethyl resorcinol,(+/-)-Phenylethyl resorcinol
CC1CCC(C(C)C)C(O)C1,Menthol,"(+-)-Menthol; (1R,2S,5R)-Menthol; DL-menthol; Hexahydrothymol; Menthol natural; Menthol racemic; Menthol racemique; p-Menthan-3-ol; Racementhol; Racementholum; Racementol"
Nc1ccc(N)cc1,p-Phenylenediamine,"1,4-Benzenediamine; 1,4-diaminobenzene; 1,4-phenylenediamine; 4-Aminoaniline; 4-phenylenediamine; p-Diaminobenzene; para-phenylenediamine; paraphenylene-diamine; PPD; pPDA"
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC,Distearyldimonium,Dimethyldioctadecylammonium; Dimethyldistearylammonium; Dioctadecyldimethylammonium; Dioctadecyldimethylammonium ion; Distearyldimethylammonium
[O-][Cl+2]([O-])O,Chloric acid,Chlorate; Chlorsäure
[P],Phosphorus,"Phosphorous; Phosphorus, elemental"
CC12CCC(CC1=O)C2(C)C,Synthetic camphor,"(+/-)-camphor; (1RS,4RS)-1,7,7-trimethylbicyclo(2.2.1)heptan-2-one; 1,7,7-trimethylbicyclo(2.2.1)heptan-2-one; 2-bornanone; 2-camphanone; Camphor (synthetic); Camphor, racemic; DL-camphor; Gum camphor"
O=P(O)(O)C(O)P(=O)(O)O,Oxidronic acid,(Hydroxymethylene)diphosphonic acid; Acido oxidronico; Acidum oxidronicum; HMD-P; HMDP; Hydroxymethanediphosphonic acid; Oxidronate; Oxidronic acid
O=C1C(N(CO)C(=O)NCO)N(CO)C(=O)N1CO,Diazolidinylurea,"Diazolidinyl urea; N-(1,3-Bis(hydroxymethyl)-2,5-dioxo-4-imidazolidinyl)-N,N'-bis(hydroxymethyl)urea; N,N'-Bis(hydroxymethyl) urea"
S=C(SSC(=S)N1CCCCC1)N1CCCCC1,Dipentamethylenethiuram disulfide,"1-Piperidinethiocarbonyl disulfide; 1,1'-(Dithiodicarbonothioyl)bispiperidine; Bis(1-piperidylthiocarbonyl) disulfide; Bis(1-piperidylthiocarbonyl)disulfide; Bis(pentamethylene)thiuram disulfide; Bis(piperidinothiocarbonyl)disulfide"
CCCCC/C(C=O)=C/c1ccccc1,alpha-Amyl cinnamaldehyde,2-(Phenylmethylene)heptanal; 2-Pentylcinnamaldehyde; alpha-Amyl cinnamaldehyde; alpha-Amylcinnamaldehyde; alpha-Pentyl-beta-phenylacrolein; Amyl cinnamal; Flomine; Jasminal; Jasminaldehyde; Jasmine aldehyde
O=C(OCc1ccccc1)c1ccc(O)cc1,Benzylparaben,Benzyl 4-hydroxybenzoate; Benzyl p-hydroxybenzoate; Benzyl parahydroxybenzoate; p-Hydroxybenzoic acid benzyl ester; Phenylmethyl 4-hydroxybenzoate
CN(C)C(=S)SC(=S)N(C)C,Tetramethylthiuram monosulfide,Bis(dimethylthiocarbamoyl) sulfide; TMTM; TMTMS
O=S(=O)([O-])[O-].[Ni+2],Nickel sulfate,Nickel sulfate(1:1); Nickel sulphate; nickel(II) sulfate
O=[Cr](=O)([O-])O[Cr](=O)(=O)[O-],Dichromate,Bichromate; Dichromat; Dichromate ion; dichromate ion(2−); dichromate(2−)
CC(C)=CCC/C(C)=C/CO,Geraniol,"(2E)-3,7-dimethylocta-2,6-dien-1-ol; (E)-3,7-Dimethyl-2,6-octadien-1-ol; (E)-Geraniol; (E)-Nerol; 2-trans-3,7-Dimethyl-2,6-octadien-1-ol; 2,6-Octadien-1-ol, 3,7-dimethyl-, (E)-; 2,6-Octadien-1-ol, 3,7-dimethyl-, trans-; 3,7-Dimethyl-2,6-octadien-1-ol, (E)-; 3,7-Dimethyl-trans-2,6-octadien-1-ol; geranyl alcohol; Lemonol; t-geraniol"
CCCCCCCCCCCC(=O)OCN1C(=O)CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21,Aripiprazole lauroxil,Aripiprazole lauroxil
OC/C=C/c1ccccc1,Cinnamyl alcohol,(2E)-3-phenylprop-2-en-1-ol; (E)-cinnamyl alcohol; Cinnamyl alcohol; Styrylcarbinol
CC(CC=O)CCCC(C)(C)O,Hydroxycitronellal,"3,7-dimethyl-7-hydroxyoctan-1-al; 3,7-Dimethyl-7-hydroxyoctanal; 7-hydroxy-3,7-dimethyloctanal; 7-hydroxycitronellal; Citronellal hydrate; Cyclalia; Cyclosia; Fixol; hydroxy citronellal; Laurine; Lilyl aldehyde; Muguet synthetic; Muguettine principle; Oxydihydrocitronellal; Phixia"
CC=Cc1ccc(O)c(OC)c1,Isoeugenol,1-Hydroxy-2-methoxy-4-propen-1-ylbenzene; 2-methoxy-4-(prop-1-en-1-yl)phenol; 2-Methoxy-4-propenylphenol; 3-Methoxy-4-hydroxypropenylbenzene; 4-Propenylguaiacol; Propenylguaiacol
NCCN,Ethylenediamine,"1,2-diaminoethane; Aethaldiamin; edamine; ethane-1,2-diamine; Ethyleendiamine; Ethylendiamine; Ethylene-diamine; Ethylenediamine"
CCN(CC)C(=S)[S-].CCN(CC)C(=S)[S-].[Zn+2],Ditiocarb zinc,"Bis(diethyldithiocarbamato)zinc; DEDTC; Diethyldithiocarbamic acid zinc salt; Ethazate; Ethyl cymate; Ethyl zimate; Ethyl Ziram; Ethylzimate; Zinc Diethyldithiocarbamate; Zinc N,N-diethyldithiocarbamate; Zinc, bis(diethylcarbamodithioato-S,S')-"
CCCCN(CCCC)C(=S)[S-].CCCCN(CCCC)C(=S)[S-].[Zn+2],Zinc dibutyldithiocarbamate,"(T-4)-bis(dibutylcarbamodithioato-κS,κS')zinc; bis(dibutyldithiocarbamato)zinc; dibutyldithiocarbamate zinc salt; zinc bis(dibutyldithiocarbamate); zinc bis(dibutyldithiocarbamoyl)disulfide; zinc bis(dibutyldithiocarbamoyl)disulphide; zinc bis(dibutylthiocarbamoyl)disulfide"
CC(C)Nc1ccc(Nc2ccccc2)cc1,4-(Isopropylamino)diphenylamine,"1,4-Benzenediamine, N-(1-methylethyl)-N'-phenyl-; 4-Anilino-N-isopropylaniline; Cyzone; IPPD; N-Fenyl-N'-isopropyl-p-fenylendiamin; N-Isopropyl-N'-phenyl-1,4-phenylenediamine; N-Isopropyl-N'-phenyl-p-phenylenediamine; Nonox ZA; p-Phenylenediamine, N-isopropyl-N'-phenyl"
c1ccc(Nc2ccc(NC3CCCCC3)cc2)cc1,"N-Cyclohexyl-N'-phenyl-1,4-phenylenediamine","CPPD; N-Cyclohexyl-N'-phenyl-1,4-phenylenediamine; N-Cyclohexyl-N'-phenyl-p-phenylendiamine; N-cyclohexyl-N'-phenyl-p-phenylenediamine"
Cn1sc(Cl)cc1=O,Methylchloroisothiazolinone,"4-Isothiazolin-3-one, 5-chloro-2-methyl-; 5-Chloro-2-methyl-3(2H)-isothiazolone; 5-Chloro-N-methylisothiazolin-3-one"
ClC=CC[N+]12CN3CN(CN(C3)C1)C2.[Cl-],Quaternium-15,"1-(3-Chloroallyl)-3,5,7-triaza-1-azoniaadamantane chloride; 3,5,7-Triaza-1-azoniaadamantane, 1-(3-chloroallyl)-, chloride; 3,5,7-Triaza-1-azoniatricyclo(3.3.1.13,7)decane, 1-(3-chloro-2-propen-1-yl)-, chloride (1:1); Methenamine 3-chloroallylochloride; N-(3-Chloroallyl)hexaminium chloride; Quaternium 15"
N#CCCC(Br)(C#N)CBr,Bromothalonil,"1,2-Dibromo-2,4-dicyanobutane; 2-Bromo-2-(bromomethyl) glutaronitrile; 2-Bromo-2-(bromomethyl) pentanedinitrile; BBMG; Glutaronitrile, 2-bromo-2-(bromomethyl)-; MDBGN; Methyldibromo Glutaronitrile; Methyldibromoglutaronitrile"
c1ccc2sc(SNC3CCCCC3)nc2c1,Thiohexam,"2-(Cyclohexylaminothio)benzothiazole; 2-Benzenethiazolesulfenamide, N-cyclohexyl-; Benzothiazyl-2-cyclohexylsulfenamide; Cyclohexyl benzothiazolesulfenamide; N-cyclohexyl-2-Benzothiazosulfenamide; N-Cyclohexylbenzothiazol-2-sulfenamid"
c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,"2,2'-Dibenzothiazyl disulfide","2-Benzothiazolyl disulfide; 2-Mercaptobenzothiazole disulfide; 2,2'-Benzothiazyl disulfide; 2,2'-Bis(benzothiazolyl) disulfide; 2,2'-Dithiobisbenzothiazole; Benzothiazole disulfide; Benzothiazolyl disulfide; Bis(2-benzothiazolyl) disulfide; Bis(2-benzothiazyl) disulfide; Bis(benzothiazolyl) disulfide; BTS-SBT; DBTD; di(1,3-benzothiazol-2-yl) disulfide; dibenzothiazol-2-yl disulfide; Dibenzothiazolyl disulfide; Dibenzothiazolyl disulphide; Dibenzothiazyl disulfide; Dibenzoylthiazyl disulfide; Dwusiarczek dwubenzotiazylu; Thiofide"
c1ccc2sc(SN3CCOCC3)nc2c1,Morpholinylmercaptobenzothiazole,"2-(4-Morpholino)thiobenzothiazole; 2-Benzothiazolylsulfenylmorpholine; 4-(1,3-benzothiazol-2-ylsulfanyl)morpholine; MBS; Morpholinylmercapto-benzo-thiazole; N-(oxydiethylene)benzothiazole-2-sulfenamide; N-Oxydiethylene-2-benzothiazole sulfenamide"
CCN(CCO)c1ccc(/N=N/c2ncc([N+](=O)[O-])s2)c(C)c1,Disperse Blue 106,5-Nitro-2-(2-methyl-4-(N-ethyl-N-(2-hydroxyethyl)amino)phenylazo)thiazole; C.I. Disperse Blue 106; C.I. Disperse Blue 357; Disperse Blue 357
[Cl-].[Cl-].[Co+2],Cobalt chloride,Cobalt dichloride; cobalt muriate; cobalt(2+) chloride; Cobalt(II) chloride; cobaltous chloride; cobaltous chloride anhydrous; cobaltous dichloride; dichlorocobalt; Kobalt chlori; Kobalt(II)-chlorid; Kobaltdichlorid
COC(=O)/C=C/C(=O)O,Monomethyl fumarate,Fumaric acid monomethyl ester; Methyl hydrogen fumarate; MMF; Monomethyl fumarate
C[C@H](O)C(=O)O,L-Lactic acid,(+)-lactic acid; (S)-(+)-lactic acid; (S)-2-hydroxypropanoic acid; (S)-2-hydroxypropionic acid; (S)-lactic acid; L-(+)-lactic acid; L-(+)-α-hydroxypropionic acid; L-Lactic acid; L-Milchsäure
Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,DL-alpha-Tocopherol,"(+)-alpha-tocopherol; (±)-α-tocopherol; all-rac-alpha-tocopherol; DL-5,7,8-trimethyltocol; DL-alpha tocopherol; DL-α-tocopherol; Vitamin E DL-alpha"
CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,DL-alpha tocopheryl acetate,all-rac-alfa-tocopheryl acetate; all-rac-alpha-tocopheryl acetate; DL-alpha-tocopheryl acetate
O.O.O=P([O-])([O-])O.[Ca+2],Calcium phosphate dihydrate,"Calcium monohydrogen phosphate dihydrate; Calcium phosphate dibasic, hydrous; Calcium phosphate dihydrate, dibasic; Calcium phosphate, dibasic, dihydrate; Calcium phosphate, dibasic, hydrous; D.C.P.; Dibasic calcium phosphate dihydrate; Dibasic calcium phosphate hydrate; Dicalcium phosphate dihydrate"
O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O.[Na+],Sodium ascorbate,"Ascorbato sódico; Ascorbic acid sodium salt; L-Ascorbic acid sodium salt; L-Ascorbic acid, monosodium salt; Monosodium L-ascorbate; Sodium ascorbate; sodium L-ascorbate; Vitamin C sodium; Vitamin C, sodium salt"
O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O.O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O.[Ca+2],Calcium ascorbate,"Ascorbic acid calcium salt; Calcium ascorbate; Calcium ascorbate anhydrous; Calcium diascorbate; L-ascorbic acid, calcium salt (2:1)"
O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O.O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O.[Mg+2],Magnesium ascorbate,"Ascorbic acid, magnesium salt; L(+)-ascorbic acid magnesium salt; Vitamin C magnesium salt"
O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O.O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O.[Zn+2],Zinc ascorbate,"(-)-ascorbic acid, zinc salt; L-ascorbic acid, zinc salt; L-ascorbic acid, zinc salt (2:1)"
NC(=O)c1cccnc1.O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,Niacinamide ascorbate,Ascorbic acid nicotinamide complex; Niacinamide ascorbate; Nicotinamide-ascorbic acid complex
CC(=O)[O-].CC(=O)[O-].[Zn+2],Zinc acetate,"Acetic acid, zinc salt; Dicarbomethoxyzinc; Zinc acetate anhydrous; Zinc acetato; Zinc diacetate; Zinc(II) acetate"
O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Fe+2],Ferrous gluconate,"D-gluconic acid, iron(2+) salt (2:1); Ferric Gluconate; Ferrous gluconate anhydrous; Iron(2+) gluconate (1:2); Iron(II) gluconate, anhydrous"
O=C([O-])CCC(=O)[O-].[Fe+2],Ferrous succinate,Iron succinate
O=C1O[C@H]([C@@H](O)CO)C(O)=C1O.O=C1O[C@H]([C@@H](O)CO)C([O-])=C1[O-].[Fe+2],Ferrous ascorbate,"Ferrous cevitamate; Iron(2+) L-ascorbate; L-Ascorbic acid, iron complex"
O=C([O-])/C=C/C(=O)[O-].[Fe+2],Ferrous fumarate,Ferrous fumarate; Iron(2+) fumarate
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Mn+2].[Mn+2].[Mn+2],Manganese citrate,Manganese citrate anhydrous; Trimanganese dicitrate
O=[Mo](=O)([O-])[O-].[Na+].[Na+],Sodium molybdate,Anhydric sodium molybdate; Molybdenum (as sodium); Sodium molybdate (anhydrous); Sodium molybdate(VI); Sodium molybdenum oxide
CC(=O)[O-].[K+],Potassium acetate,Potassium acetate
O=S(=O)([O-])[O-].[K+].[K+],Potassium sulfate,"Dipotassium sulfate; Potasio sulfato; Potassium (as sulfate); Potassium sulfate; Potassium sulphate; Sulfato potasio; Sulfuric acid, dipotassium salt"
[KH],Potassium,"K; Kalium; Potasio; Potassium metal; Potassium, elemental; Potassium, metal"
NCC(=O)[O-].NCC(=O)[O-].O=S(=O)(O)O.[Fe+2],Ferrous glycine sulfate,Ferrous (II) Glycine Sulphate Complex; Ferrous glycine sulphate; Iron(II) glycine sulfate
O=P([O-])([O-])O.[Na+].[Na+],"Sodium phosphate, dibasic","Dibasic sodium phosphate anhydrous; Dibasic sodium phosphate, anhydrous; Disodium acid phosphate; Disodium hydrogen monophosphate; Disodium hydrogen phosphate; Disodium hydrogen phosphate, anhydrous; disodium hydrogenphosphate; Disodium phosphate; Phosphoric acid, disodium salt, anhydrous; Phosphoric acid, sodium salt (1:2); Sodium phosphate dibasic; Sodium phosphate, dibasic; Sodium phosphate, dibasic (anhydrous); Sodium phosphate, dibasic anhydrous; Sodium phosphate, dibasic, anhydrous; Sodium phosphate,dibasic,anhydrous"
[Na+].[Na+].[O-]B1OB2OB([O-])OB(O1)O2,Sodium borate,Borax; Sodium borate anhydrous
[Li+].[OH-],Lithium hydroxide,Lithium hydrate; Lithium hydroxide anhydrous; Lithiumhydroxid
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],Lithium citrate,"Anhydrous lithium citrate; Citric acid, trilithium salt; Lithium citrate (anhydrous); Trilithium citrate"
O=C([O-])[O-].[Li+].[Li+],Lithium carbonate,"Carbonic acid, dilithium salt; Dilithium carbonate; Lithii carbonas; Lithium carbonate; Lithonate"
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,Mometasone furoate,Mometasone furoate; Mometasone furoate anhydrous
[MgH2],Magnesium,Magnesio; Magnésium; Magnesium metallicum; Magnesium powder; Mg
O=P([O-])([O-])[O-].[Al+3],Aluminium phosphate,AlPO4; Aluminum phosphate
CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Al+3],Aluminum acetate,Aluminum acetate
O.O.O.O.O.O.O.O.O.O.O=C([O-])CC([O-])(CC(=O)[O-])C(=O)[O-].O=C([O-])CC([O-])(CC(=O)[O-])C(=O)[O-].O=C([O-])CC([O-])(CC(=O)[O-])C(=O)[O-].[Fe+3].[Fe+3].[Fe+3].[Fe+3],Tetraferric tricitrate decahydrate,Ferric citrate; Ferric citrate hydrate
O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Cr+3],Chromic nitrate,
O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Cr+3],Chromium gluconate,
O=C([O-])c1cccnc1.O=C([O-])c1cccnc1.O=C([O-])c1cccnc1.[Cr+3],Chromium nicotinate,Chromium(III) nicotinate
O=S(=O)([O-])[O-].[Cr+2],Chromous sulfate,
[Cl-].[Cl-].[Zn+2],Zinc chloride,Zinc chloride
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,Hydrocortisone acetate,21-O-acetylcortisol; Cortisol 21-acetate; Hydrocortisone 21-acetate; Hydrocortisone acetate
CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,Hydrocortisone butyrate,"11β,21-dihydroxy-17α-butyryloxy-4-pregnene-3,20-dione; 17-O-butyrylcortisol; Cortisol 17-butyrate; H-17-B; Hydrocortisone butyrate; Hydrocortisone-17alpha-butyrate"
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1,Hydrocortisone cypionate,Cortisol 21-cyclopentanepropionate; Hydrocortisone cipionate
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COP(=O)(O)O,Hydrocortisone phosphate,Cortisol 21-phosphate; Hydrocortisone 21-phosphate
CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,Hydrocortisone probutate,Hydrocortisone buteprate; Hydrocortisone butyrate propionate; Hydrocortisone probutate
CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,Hydrocortisone valerate,Cortisol 17-valerate; Hydrocortisone 17-valerate; Hydrocortisone valerate
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O,Hydrocortisone succinate,Cortisol 21-(hydrogen succinate); Cortisol succinate; Hydrocortisone hemisuccinate anhydrous; Hydrocortisone hydrogen succinate; Hydrocortisone succinate; Hydroxycortisone succinate
[67Ga+3].[Cl-].[Cl-].[Cl-],Gallium chloride Ga-67,"Gallium (67Ga) chloride; Gallium (Ga-67) chloride; Gallium chloride Ga 67; Gallium chloride, Ga-67; Gallium chloride,Ga-67"
C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](Cc2ccccc2)NC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(=O)O,Dotatate,DOTA-octreotate; DOTA-TATE; Oxodotreotide
[Co],Cobalt,"Cobalt; Cobalt, elemental; Cobalto; Cobaltum; Kobalt"
NC(=O)N1c2ccccc2C[C@H](O)c2ccccc21,Eslicarbazepine,Eslicarbazepina; Eslicarbazepine; S(+)-Liscarbazepine
C=C1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O,Segesterone acetate,"16-Methylene-17-alpha-acetoxy-19-nor-4-pregnene-3,20-dione; 17-Hydroxy-16-methylene-19-norpregn-4-ene-3,20-dione acetate; Elcometrine; Nestorone; Segesterone acetate"
O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Ca+2].[Na+].[Na+],Edetate calcium disodium anhydrous,Edetate calcium disodium (anhydrous); Edetic acid calcium disodium salt
O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)O.[Na+].[Na+],Edetate disodium anhydrous,"Anhydrous disodium edetate; Disodium EDTA, anhydrous; Edetate disodium, anhydrous; EDTA disodium salt (anhydrous)"
CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)Nc3ccccc32)cc1,Oxyphenisatin acetate,Oxyphenisatin acetate; Oxyphenisatin diacetate; Oxyphenisatine acetate
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COP(=O)(O)O,Prednisolone phosphate,Prednisolone 21-(dihydrogen phosphate); Prednisolone 21-monophosphate; Prednisolone 21-phosphate
CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,Prednisolone tebutate,Anhydrous prednisolone tebutate; Prednisolone 21-tert-butylacetate; Prednisolone butylacetate; Prednisolone tebutate; Prednisolone tertiary butylacetate
CN(C(=O)C(Cl)Cl)c1ccc(OC(=O)c2ccco2)cc1,Diloxanide furoate,"2,2-dichloroacetamido-4-n-methylphenyl 2-furoate; 4-(n-methyl-2,2-dichloroacetamido)phenyl 2-furoate; Dichlofurazol; Diloxanide furoate; Diloxanidi furoas"
CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,Methylprednisolone aceponate,Aceponato de metilprednisolona; Methylprednisolone aceponate; Methylprednisoloni aceponas
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)COC(=O)CCC(=O)O)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,Methylprednisolone hemisuccinate,Methylprednisolone hemisuccinate; Methylprednisolone hydrogen succinate; Methylprednisolone succinate
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@@]21C,Prednisone acetate,"1,4-Pregnadien-17α,21-diol-3,11,20-trione-21-acetate; 21-Acetoxy-17alpha-hydroxypregna-1,4-diene-3,11,20-trione; Cortancyl; delta'-Dehydrocortisone acetate; delta1-Cortisone-21-acetate; Prednisone 21-acetate; Prednisone-21-acetate"
CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,Dexamethasone acetate,"16alpha-Methyl-9alpha-fluoroprednisolone 21-acetate; 9alpha-Fluoro-16alpha-methylprednisolone acetate; Dexamethasone 21-acetate; Dexamethasone acetate anhydrous; Dexamethasone acetate, anhydrous; Dexamethasoni acetas"
Cc1cc(OP(=O)(O)O)c2ccccc2c1OP(=O)(O)O,Menadiol diphosphate,"2-methyl-1,4-naphthalenediol diphosphate; Menadiol bis(dihydrogen phosphate); Menadiol phosphate"
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)[C@H](C)C[C@]4(C)[C@H]3CC[C@]12C,Drostanolone propionate,"17β-Hydroxy-2α-methyl-5α-androstan-3-one propionate; 2M-DHTP; 2MDTP; 2α-Methyl-4,5-dihydrotestosterone propionate; Blackburn Compound; Dromostanolone propionate; Drostanolone propionate; Emdisterone; Testosterone, 4,5α-dihydro-2α-methyl-, propionate"
NC(=O)OCC(O)COc1ccc(Cl)cc1,Chlorphenesin carbamate,"1,2-propanediol-3-(p-chlorophenoxy)-1-carbamate; 3-(4-chlorophenoxy)-1,2-propanediol-1-carbamate; 3-(p-chlorophenoxy)-1,2-propanediol 1-carbamate; 3-(p-chlorophenoxy)-2-hydroxypropyl carbamate; carbamic acid 3-(p-chlorophenoxy)-2-hydroxypropyl ester; Chlorphenesin carbamate"
CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,Paramethasone acetate,Haldrone; Paramethasone 21-acetate; Paramethasone acetate
CCCCCCCCCCCCCCCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,Chloramphenicol palmitate,CAP-palmitate; Chloramphenicol monopalmitate; Chloramphenicol palmitate; Detreopal
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O,Betamethasone phosphate,Betamethasone 21-(dihydrogen phosphate); Betamethasone 21-phosphate; Betamethasone dihydrogen phosphate
C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,Estramustine phosphate,Estramustine 17-(dihydrogen phosphate)
CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,Gestonorone caproate,Gestonorone caproate; Gestonorone hexanoate
O=[V](=O)[O-].[Na+],Sodium metavanadate,"Sodium trioxovanadate; Sodium vanadate; Sodium vanadate(V); Sodium vanadium oxide; Vanadic acid, monosodium salt"
