SMILES,GENERIC_NAME,SYNONYMS
O.O.O.O.[98Tc-],Technetium Tc-99m pertechnetate,(99Tc)pertechnetate; CPERT; GPERT; Pertechnetate-99Tc; Technetium (99mTc) Pertechnetate; Technetium Tc 99m Pertechnetate
[133Xe],Xenon-133,"Xenon (133 xe); Xenon (133Xe); Xenon (133Xe) gas; Xenon Xe 133; Xenon XE-133; Xenon, Xe-133"
Cl[Tl],Thallous chloride,Thallium chloride; thallium monochloride; Thallium(I) chloride
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2[C@H]1C(=O)O,Carindacillin,"6β-{2-[(2,3-dihydro-1H-inden-5-yloxy)carbonyl]-2-phenylacetamido}-2,2-dimethylpenam-3α-carboxylic acid; Carbenicillin indanyl; Carindacilina; Carindacillin; Carindacilline; Carindacillinum; Indanyl carbenicillin"
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.CCN(CC)CCOC(=O)c1ccc(N)cc1,Procaine benzylpenicillin,Bencilpenicilina procaína; Penicillin G procaine
O=[Zn],Zinc oxide,óxido de cinc; oxyde de zinc; Zinc (as oxide); Zinc (as zinc oxide); Zinc oxide; Zinc óxido; Zinc white; Zinci oxydum; Zincum oxydatum; Zinkoxid
O=S(=O)([O-])[O-].[Zn+2],Zinc sulfate,"Zinc sulfate (anhydrous); Zinc sulfate anhydrous; Zinc sulfate, anhydrous; Zinc sulphate; Zinc sulphate anhydrous; Zinc sulphate, anhydrous"
CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,Sulbactam,"(2S,5R)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid 4,4-dioxide; (2S,5R)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid 4,4-dioxide; Penicillanic acid 1,1-dioxide; Penicillanic acid sulfone; Sulbactam; Sulbactamum"
[F-].[Na+],Sodium fluoride,Sodium fluoride
[13NH3],Ammonia N-13,(13N)Ammonia; Ammonia N 13
O=c1[nH]c(=O)n(C2CCCO2)cc1F.O=c1cc[nH]c(=O)[nH]1,Tegafur-uracil,Tegafur/uracil; UFT; UFUR
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,Osimertinib,Mereletinib; N-(2-{[2-(dimethylamino)ethyl](methyl)amino}-4-methoxy-5-{[4-(1-methyl-1H-indol-3-yl)pyrimidin-2-yl]amino}phenyl)prop-2-enamide; Osimertinib; Osimertinibum
Cc1cc(OP(=O)([O-])[O-])c2ccccc2c1OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+],Kappadione,Menadiol sodium diphosphate
CN(C)C=Nc1c(I)cc(I)c(CCC(=O)O)c1I,Iopodic acid,Ipodate
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]21,Alatrofloxacin,Alatrofloxacin
CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)O)c1I,Tyropanoic acid,
CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC,Propoxycaine,Propoxycaine
N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl,Tipiracil,"5-chloro-6-(2-iminopyrrolidin-1-yl)methyl-2,4(1H,3H)-pyrimidinedione; 5-chloro-6-[(2-iminopyrrolidin-1-yl)methyl]-1H-pyrimidine-2,4-dione; Tipiracil; Tipiracilo"
CCCCOc1ccc(OCCCN2CCOCC2)cc1,Pramocaine,Pramocaína; Pramocaine; Pramoxine
CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,Metrizoic acid,Metrizoic acid
O=C1CCO1,Propiolactone,"1,3-propiolactone; 3-propanolide; beta-Propiolactone; betapron; Propiolactona; Propiolactone; β-propiolactone"
CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,Piperonyl butoxide,
CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1,Levobetaxolol,(S)-betaxolol; Levobetaxolol
CC(N)Cc1ccc(O)cc1,Hydroxyamphetamine,4-(2-aminopropyl)phenol; 4-hydroxyamphetamine; dl-4-hydroxyamphetamine; dl-p-hydroxyamphetamine; Hydroxyamphetamine; p-hydroxyamphetamine
S1SSSSSSS1,Octasulfur,Cyclooctasulfur
Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,Sulfabenzamide,N-Benzoylsulfanilamide; N-Sulfanilylbenzamide; Sulfabenzamida; Sulfabenzamide; Sulfabenzamidum; Sulfabenzoylamide; Sulfamylbenzamide
CC(C)(CO)[C@@H](O)C(=O)NCCCO,Dexpanthenol,"(+)-Panthenol; (2R)-2,4-dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutanamide; Bepanthen; Bepanthene; Bepantol; D-panthenol; D-panthenol 50; D-Pantothenol; D-Pantothenyl alcohol; D(+)-Panthenol; Dexpantenol; Dexpanthenol; Dexpanthenolum; Pantol; Pantothenyl alcohol; Provitamin B"
CCN(CC)CCOC(=O)c1ccc(N)cc1.O.[CH2]C(CN=C(O)c1ccccc1OCC(=O)[O-])OCCOC.[Hg+],Procaine merethoxylline,Merethoxylline procaine
CCCOC(=O)Cn1cc(I)c(=O)c(I)c1,Propyliodone,Propiliodona; Propiodone; Propyliodone; Propyliodonum
O=[32P]([O-])([O-])O.[Na+].[Na+],Sodium phosphate P 32,Disodium hydrogen phosphate (32P); Sodium phosphate (32P); Sodium phosphate 32P; Sodium phosphate P 32; Sodium phosphate P-32
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,Norethynodrel,Norethynodrel; Noretynodrel; Noretynodrelum
O=C(OC[C@H]1OC(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,Tannic acid,ácido tánico; Gallotannic acid; Gallotannin; Tannic acid
CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)N(CCCCS(=O)(=O)O)c2ccc3ccccc3c21,Indocyanine green acid form,
CCCCCCCCCCCC(=O)OCCNC(=O)C[n+]1ccccc1,Lapyrium,
CCC(=O)OCCNC(=O)C[n+]1ccccc1.[Cl-],Undecoylium chloride iodine complex,Undecoylium chloride-iodine
C[C@]12C[C@H](O)[C@H]3[C@@H](C[C@H](F)C4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,Fluprednisolone,6alpha-Fluoroprednisolone; Fluprednisolone; Fluprednisolonum
O=[51Cr](=O)([O-])[O-].[Na+].[Na+],Sodium chromate Cr-51,Chromate (51 Cr) de sodium; Cromato sodico (51 Cr); Natrii chromas (51 Cr); Sodium chromate (51 Cr); Sodium chromate (51Cr); Sodium chromate Cr 51
O=C([O-])CNC(=O)c1ccccc1[131I].[Na+],Iodohippurate sodium I-131,Iodohippurate sodium I 131; Iodohippurate sodium I131; Sodium iodohippurate (131 I); Sodium iodohippurate (131I)
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,Meprednisone,Meprednisone
C/C1=C2/N=C(/C=C3\N=C(/C(C)=C4\[N-]C([C@H](CC(N)=O)[C@@]4(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@@H]4[C@@H](CO)O[C@H](n5cnc6cc(C)c(C)cc65)[C@@H]4O)[C@]4(C)N=C1[C@@H](CCC(N)=O)[C@]4(C)CC(N)=O)[C@@H](CCC(N)=O)C3(C)C)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O.[60Co+3].[C-]#N,Cyanocobalamin Co-60,Cyanocobalamin (60Co); Cyanocobalamin Co 60; Cyanocobalamine (60 Co); Cyanocobalaminum (60 Co); Vitamin B12 - 60Co
O=C(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc([131I])c(=O)c([131I])c-2oc2c([131I])c(O)c([131I])cc12,Rose bengal I-131,Robenogatope I-131
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,Norgestrel,17-ethynyl-17-hydroxy-18a-homoestr-4-en-3-one; LD norgestrel; Methylnorethindrone; Norgestrel; Norgestrelum
O=P(O)(O)O,Phosphoric acid,
CC(=O)[O-].[Na+],Sodium acetate,"Acetato de sodio; acetic acid, sodium salt; Acetic acid, sodium salt (1:1); anhydrous sodium acetate; Natriumazetat; Sodio acetato; Sodium acetate anhydrous; Sodium acetate, anhydrous; Sodium acetate,anhydrous"
S1SSSSSSS1.[99Tc],Technetium Tc-99m sulfur colloid,Technetium (99mTc) sulfur colloid; Technetium 99m sulfur colloid; Technetium Tc 99m sulfur colloid; Technetium Tc-99m Sulfur Colloid
[18F-],Fluoride ion F-18,(18F)-Fluoride; 18F-Fluoride; Fluoride-18 anion
C[75Se]CC[C@H](N)C(=O)O,Selenomethionine Se-75,Selenomethionine (75 Se); Selenomethionine (75Se); Selenomethionine Se 75; Selenometionina (75 Se)
O[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12,Isosorbide,Isosorbide
CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I,Iocetamic acid,Acido iocetamico; Acidum iocetamicum; Iocetamic acid
COC(C[197Hg+])CNC(N)=O.[Cl-],Chlormerodrin Hg-197,"Chlormerodrin (197Hg); Chlormerodrin Hg 197; Chlormerodrin Hg-197; Chlormerodrin, Hg-197"
[Cl-].[Cl-].[Mg+2],Magnesium chloride,Anhydrous magnesium chloride; Magnesium chloride anhydrous
CC(=O)[O-].CC(=O)[O-].O.O.O.O.[Mg+2],Magnesium acetate tetrahydrate,"Acetic acid, magnesium salt, tetrahydrate; Magnesium diacetate tetrahydrate"
CC(O)(P(=O)(O)O)P(=O)(O)O.[99Tc],Technetium Tc-99m etidronate,Technetium (99mTc) etidronate; Technetium Tc 99m etidronate
O=P([O-])(O)O.[K+],Monopotassium phosphate,"Monobasic potassium phosphate; Monopotassium dihydrogen monophosphate; Monopotassium dihydrogen orthophosphate; Monopotassium dihydrogen phosphate; Monopotassium monophosphate; Monopotassium orthophosphate; Phosphoric acid, monopotassium salt; Potassium acid phosphate; Potassium biphosphate; Potassium dihydrogen orthophosphate; Potassium dihydrogen phosphate; Potassium phosphate; Potassium phosphate monobasic; Potassium phosphate monobasic (anhydrous); Potassium phosphate, monobasic; Potassium phosphate,monobasic"
O=P([O-])([O-])O.[K+].[K+],Dipotassium phosphate,"Di-potassium hydrogen phosphate; Dibasic potassium phosphate; Dipotassium acid phosphate; Dipotassium hydrogen monophosphate; Dipotassium hydrogen orthophosphate; Dipotassium hydrogen phosphate; Dipotassium monophosphate; Kali phosphoricum; Phosphoric acid, dipotassium salt; Phosphoric acid, potassium salt (1:2); Potassium phosphate dibasic; Potassium phosphate, dibasic; Potassium phosphate,dibasic; Secondary potassium phosphate"
CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,Meglumine,1-deoxy-1-methylaminosorbitol; Iosulamide; Meglumina; Méglumine; Meglumine; Megluminum; N-methyl-D-glucamine
[K+].[O-][Cl+3]([O-])([O-])[O-],Potassium perchlorate,"Perchloric acid, potassium salt; Potassium perchlorate"
O=C[C@H](O)[C@@H](O)[C@H](O)CO,Xylose,(+)-Xylose; aldehydo-D-xylose; D-Xylose; Wood sugar; Xylose
[123I-],Iodide I-123,123I−; I 123; I-123; Iodide ion i-123; Iodine 123; Iodine-123
NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,Protirelin,5-oxo-L-prolyl-L-histidyl-L-prolinamide; L-pyroglutamyl-L-histidyl-L-prolineamide; Protirelin; Protirelina; Thyroliberin; Thyrotropic releasing hormone; Thyrotropic-releasing factor; Thyrotropin releasing hormone; Thyrotropin-releasing factor; TRH; TSH-releasing factor; TSH-releasing hormone
O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)O)CC(=O)O.[111In+3],Indium In-111 pentetate,Indium (111In) pentetic acid; Indium In 111 pentetate; Indium In-111 pentetate
O=C(O)[C@H](S)[C@H](S)C(=O)O.[99Tc],Technetium Tc-99m succimer,(99m)Tc-DMSA; Technetium (99mTc) succimer; Technetium Tc 99m dimercaptosuccinic acid; Technetium tc 99m succimer
[81Kr],Krypton Kr 81m,"Krypton (81M Kr); Krypton (81mKr); Krypton (81mKr) gas; Krypton Kr 81m; Krypton, isotope of mass 81; Krypton, Kr-81m"
O=C([O-])CNC(=O)c1ccccc1[123I].[Na+],Iodohippurate sodium I-123,Sodium iodohippurate (123 I); sodium iodohippurate (123I)
O=P([O-])(O)O.[Na+],"Sodium phosphate, monobasic","Disodium hydrogen phosphate anhydrous; Monosodium dihydrogen monophosphate; Monosodium dihydrogen orthophosphate; Monosodium monophosphate; Monosodium phosphate, anhydrous; Phosphoric acid, monosodium salt, anhydrous; Sodium acid phosphate; Sodium biphosphate, anhydrous; Sodium dihydrogen phosphate; Sodium dihydrogen phosphate, anhydrous; Sodium orthophosphate; Sodium orthophosphate monobasic; Sodium phosphate monobasic; Sodium phosphate monobasic (anhydrate); Sodium phosphate monobasic (anhydrous); Sodium phosphate, monobasic; Sodium phosphate, monobasic anhydrous; Sodium phosphate,monobasic; Sodium primary phosphate"
O=C([O-])[O-].[Na+].[Na+],Sodium carbonate,"Anhydrous sodium carbonate; Carbonic acid sodium salt (1:2); Carbonic acid, disodium salt; Disodium carbonate; Natriumkarbonat; Natrum carbonicum; Soda ash; Soda-ash; Sodium carbonate (anhydrous); Sodium carbonate anhydrous; Sodium carbonate, anhydrous; Sodium salt of carbonic acid"
[127Xe],Xenon Xe-127,Xenon Xe 127; Xenon Xe-127; Xenon-127
OCC(O)CO,Glycerin,"1,2,3-propanetriol; 1,2,3-trihydroxypropane; Glycerin; Glycerin, anhydrous; Glycerin,anhydrous; Glycerine; glycérine; Glycerinum; Glycerol; glycérol; Glyzerin; Monoctanoin component D; Ölsüß; Propanetriol; Trihydroxypropane"
O=S(=O)([O-])[O-].[Na+].[Na+],Sodium sulfate,"Anhydrous sodium sulfate; Sodium sulfate anhydrous; Sodium sulfate, anhydrous; Sodium sulphate anhydrous; Sodium sulphate, anhydrous; Sulfuric acid disodium salt, anhydrous"
[111In+3].[O-]c1cccc2cccnc12.[O-]c1cccc2cccnc12.[O-]c1cccc2cccnc12,Indium In-111 oxyquinoline,In-111 oxyquinoline; Indium (111 In) oxyquinoline; Indium (In111) oxine; Indium (In111) oxyquinoline; Indium 111In oxyquinoline; Indium In-111 oxine; Indium In111 oxine; Indium-111 oxine; Indium-111 oxyquinoline
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,Enalaprilat,Enalaprilat; Enalaprilat anhydrous
[82Rb+],Rubidium Rb-82,Rubidium (82Rb) cation; Rubidium cation Rb-82; Rubidium Rb-82 cation
CC(C)NC(C)Cc1ccc([123I])cc1,Iofetamine I-123,"Iodine iofetamine (123I); Iofetamine (123 I); Iofetamine (123I); Iofetamine I 123; Iofetamine, I-123"
O=C([O-])[O-].[Mg+2],Magnesium carbonate,Magnesio carbonato
CC(O)C(=O)[O-].[K+],Potassium lactate,"Lactic acid, potassium salt; Monopotassium 2-hydroxypropanoate; Monopotassium lactate"
O=P([O-])([O-])F.[Na+].[Na+],Sodium fluorophosphate,"Disodium phosphorofluoridate; Phosphorofluoridic acid, disodium salt; Sodium monofluorophosphate"
CN(C(=O)CC(=O)N(C)c1c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c1I)c1c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c1I,Iotrolan,Iotrolan; Iotrolanum; Iotrolum
Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,Acrivastine,(2E)-3-{6-[(1E)-1-(4-methylphenyl)-3-(pyrrolidin-1-yl)prop-1-en-1-yl]pyridin-2-yl}acrylic acid; acrivastina; Acrivastine
Cl[111In](Cl)Cl,Indium In-111 chloride,111indium trichloride; Indium (111In) chloride; Indium chloride (111InCl3); Indium chloride In-111; Indium In 111 chloride; Indium In 111m chloride; Indium In-111m chloride; Indium-111 chloride
CCCCCCCCCCCCCCCCO,Cetyl alcohol,hexadecan-1-ol; palmityl alcohol
COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1,Avobenzone,Avobenzone; Butyl Methoxydibenzoylmethane; Parsol 1789
CCCCC(CC)COC(=O)/C=C/c1ccc(OC)cc1,Octinoxate,ethylhexyl methoxycinnamate; ethylhexyl p-methoxycinnamate; Octinoxate; octyl methoxycinnamate; parsol
[89Sr+2].[Cl-].[Cl-],Strontium chloride Sr-89,"Strontium (89Sr) chloride; Strontium chloride Sr 89; strontium chloride, 89Sr-labeled; Strontium chloride, Sr-89; Strontium-89 chloride"
O=S(O)(O)=S,Thiosulfuric acid,Monosulfanemonosulfonic acid; Sulfurothioic S-acid
N.O=C(O)CC(O)(CC(=O)O)C(=O)O.[Fe+3],Ferric ammonium citrate,"Ferric ammonium citrate; Ferric ammonium citrate, green"
O=C[C@H]([18F])[C@@H](O)[C@H](O)[C@H](O)CO,Fludeoxyglucose (18F),"(18F)-FDG; 18-F FDG; 18F-FDG; Fludeoxyglucose (18F); Fludeoxyglucose F 18; Fludeoxyglucose F-18; Fludeoxyglucose, F-18; Fluorine (18F) fludeoxyglucose"
N[13C](N)=O,Urea C-13,"(13C)urea; 13C-urea; Carbon 13 urea; Carbon-13 urea; Urea (13C); Urea 13 C; Urea C 13; Urea-13C; Urea, C-13"
[Mg+2].[Mg+2].[Mg+2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[OH-].[OH-].[SiH8+4].[SiH8+4].[SiH8+4].[SiH8+4],Talc,"E-553(III); Pulvis Talci; Sterile talc powder; Talc; Talc Powder, Sterile; Talco; Talcum"
CO[Si](C)(C)O[Si](C)(C)C.O=[Si]=O,Simethicone,Simeticona; Simeticone; Siméticone; Simeticonum
N[14C](N)=O,Urea C-14,"14C-urea; Carbon 14 urea; Carbon-14 urea; Urea (14C); Urea 14 C; Urea C 14; Urea-14C; Urea, C-14"
COc1ccc(O)cc1,Mequinol,4-Methoxyphenol; Mequinol
O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.[Fe+3].[Fe+3].[Na+].[O-2].[O-2].[O-2],Sodium ferric gluconate complex,Ferric sodium gluconate complex; Sodium ferric gluconate complex
Oc1ccc(O)cc1,Hydroquinone,"1,4-benzenediol; 1,4-dihydroxybenzene; 4-Hydroxyphenol; benzene-1,4-diol; Hydroquinone; p-Benzenediol; p-Hydroquinone; p-hydroxyphenol; Quinol"
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Perflexane,"1,1,1,2,2,3,3,4,4,5,5,6,6,6-tetradecafluorohexane; n-perfluorohexane; n-tetradecafluorohexane; Perflexane; Perfluorohexane"
CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2=Cc1ccc(C=C2C(=O)C3(CS(=O)(=O)O)CCC2C3(C)C)cc1,Ecamsule,Ecamsule; Terephthalylidene dicamphor sulfonic acid
CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,Octocrylene,Octocrileno; Octocrilenum; Octocrylene
O=[Ti]=O,Titanium dioxide,dióxido de titanio; óxido de titanio(4); Titanium dioxide
COC(=O)c1ccccc1O,Methyl salicylate,2-(Methoxycarbonyl)phenol; 2-Carbomethoxyphenol; 2-Hydroxybenzoic acid methyl ester; Betula oil; Gaultheria oil; Methyl 2-hydroxybenzoate; Methyl o-hydroxybenzoate; Methyl salicylate; Natural wintergreen oil; Oil of wintergreen; Spicewood Oil; Sweet birch oil; Teaberry oil
N=C(N)NCc1cccc([123I])c1.N=C(N)NCc1cccc([123I])c1.O=S(=O)(O)O,Iobenguane sulfate I-123,Iobenguane sulfate I 123
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.O=P(=O)O.O=P(=O)O.O=P(=O)O.O=P(=O)O.O=P(=O)O.O=P(=O)[O-].[H][C@]12C[C@@]3([H])[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C(=O)c1c(O)cccc1[C@@]2(C)O.[Na+],Tetracycline phosphate complex,Tetracycline metaphosphate; Tetracycline phosphate complex
CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1,Thonzonium,Tonzonium
CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,Dexchlorpheniramine maleate,Dexchlorpheniramine maleate
O=P([O-])([O-])OCC(O)CO.[Na+].[Na+],Sodium glycerophosphate,Disodium glycerol phosphate; Sodium glycerophosphate anhydrous
C[N+](C)([11CH3])CCO,Choline C-11,(11)C-choline; Choline C11
CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O,Ixazomib,"((1R)-1-((2,5-DICHLOROBENZAMIDO)ACETAMIDO)-3-METHYLBUTYL)BORONIC ACID; 2-[(1R)-1-[[2-[(2,5-dichlorobenzoyl)amino]acetyl]amino]-3-methylbutyl]-5-oxo-1,3,2-dioxaborolane-4,4-diacetic acid; BORONIC ACID, B-((1R)-1-((2-((2,5-DICHLOROBENZOYL)AMINO)ACETYL)AMINO)-3-METHYLBUTYL)-; Ixazomib"
CN[C@H](C)Cc1ccccc1,Levmetamfetamine,Levmetamfetamine; Levomethamphetamine
[Cl-].[Cl-].[Sn+2],Stannous chloride,"Stannous chloride anhydrous; Stannous chloride,anhydrous; Tin dichloride"
CCCCC(CC)COC(=O)c1ccccc1O,Octisalate,2-Ethylhexyl 2-hydroxybenzoate; 2-Ethylhexyl salicylate; Octisalate; Octyl salicylate
CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,Homosalate,"3,3,5-Trimethylcyclohexyl 2-hydroxybenzoate; Homosalate; Homosalato; Homosalatum"
O=[Se](=O)(O)O,Selenic acid,
O=C(Oc1ccccc1)c1ccccc1O,Phenyl salicylate,Salol
F,Hydrogen fluoride,"fluorure d'hydrogène; Fluorwasserstoff; Hydrofluoric acid; Hydrogen fluoride, anhydrous; Hydrogenfluorid"
CCCCCCCCCCCCCCCC[n+]1ccccc1,Cetylpyridinium,1-hexadecylpyridinium
O=C(O)c1ccccc1O.OCCN(CCO)CCO,Trolamine salicylate,Trolamine salicylate
O=[N+]([O-])[O-].[Ag+],Silver nitrate,Nitrate d'argent; Nitrato de plata; Silver mononitrate; Silver nitrate; silver(1+) nitrate
Cl[Al](Cl)Cl,Aluminum chloride,Aluminium chloride
Oc1cccc(O)c1,Resorcinol,"1,3-Benzenediol; 1,3-Dihydroxybenzene; 1,3-Dihydroxybenzol; m-Hydroquinone; m-hydroxyphenol; Resorcinol; Resorzin"
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,Docusate,Dioctyl sulfosuccinate; Docusate hydrogen
O=[N+]([O-])[O-].[K+],Potassium nitrate,Potassium nitrate
OO,Hydrogen peroxide,Hydrogen peroxide
F[Sn]F,Stannous fluoride,difluorostannylene; fluoristan; Stannous fluoride; tin difluoride; Tin(II) fluoride
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Ca+2].[Ca+2].[Ca+2],Calcium citrate,tricalcium citrate
CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1,Meradimate,Menthyl anthranilate; Menthyl-O-aminobenzoate; Meradimate
O=C([O-])O.[K+],Potassium bicarbonate,"Carbonic acid, monopotassium salt; Potassium bicarbonate; Potassium hydrogen carbonate"
NC(=O)NC1NC(=O)NC1=O,Allantoin,"(2,5-Dioxo-4-imidazolidinyl)urea; 2,5-Dioxo-4-imidazolidinyl-urea; 4-ureido-2,5-imidazolidinedione; 5-Ureido-2,4-imidazolidindione; 5-Ureidohydantoin; Alantoína; Allantoin; Glyoxyldiureide; N-(2,5-Dioxo-4-imidazolidinyl)urea"
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,N-acetyltyrosine,(+)-(2s)-2-(acetylamino)-3-(4-hydroxyphenyl)propanoic acid; (2s)-2-acetylamino-3-(4-hydroxyphenyl)propanoic acid; Acetyl tyrosine; L-N-acetyltyrosine; Melanowhite-A; N-acetyl-L-tyrosine; N-acetyl-tyrosine; N-acetyltyrosin
FS(F)(F)(F)(F)F,Sulfur hexafluoride,hexafluoridosulfur; Sulfur fluoride; Sulfur hexafluoride; sulfur(6+) fluoride; sulfur(VI) fluoride; Sulphur hexafluoride
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Mg+2].[Mg+2].[Mg+2],Magnesium citrate,Magnesium citrate; Magnesium dicitrate; Trimagnesium citrate; Trimagnesium dicitrate
O=S(=O)(O)c1ccc2nc(-c3ccccc3)[nH]c2c1,Ensulizole,Ensulizole; phenylbenzimidazole sulfonic acid
C=CCCCCCCCCC(=O)O,Undecylenic acid,10-undecenoic acid; ácido 10-undecenoico; Undecenoic acid; Undecylenate; Undecylenic acid
[I-].[Na+],Sodium iodide,Sodium iodide
