,PC1,PC2,PC3,cluster,MoA
Piretanide,-1.0020661595245408,0.7579836224438299,3.5800356136261553,3,glucocorticoid receptor agonist
Pirfenidone,-8.181718250934278,-4.133457931585936,1.1190476973120032,1,TGF beta receptor inhibitor
Piritramide,-1.5124419086031502,-0.8627914993762601,2.0417035115828015,3,H+/K+-ATPase inhibitor
Piroxicam,-3.350282904166258,2.5291429743293685,1.193466637703771,3,cyclooxygenase inhibitor
Pirtobrutinib,2.951771131975646,6.964637341005984,-0.6111533270238882,4,Bruton's tyrosine kinase (BTK) inhibitor
Pitavastatin,2.6773636780053423,-6.001475594091485,-2.010564822140702,3,HMGCR inhibitor
Pitolisant,10.500922401659459,4.7380719249016465,-2.0011011542893833,4,histamine receptor antagonist
Pivampicillin,-11.1383738875304,-2.115311932524124,5.223455271400168,1,bacterial cell wall synthesis inhibitor
Pivmecillinam,-8.850454378370854,-0.7685837077782406,2.7628777387555696,1,bacterial cell wall synthesis inhibitor
Pixantrone,2.5919381017114667,-3.064402249363738,-6.4664794147392515,3,topoisomerase inhibitor
Pizotifen,10.58130987603781,2.272802882850151,-0.4906805969001018,0,serotonin receptor antagonist
Plazomicin,-9.369450070843824,-2.381644438930786,3.0205083963694963,1,
Plecanatide,-8.152396583387157,-5.54253090247988,-0.5888495574743985,1,
Plerixafor,10.385186366077033,4.723751001845518,-1.632600729298675,4,CC chemokine receptor antagonist
Plicamycin,-8.56995191499758,-7.855049371692706,-5.363580314165302,1,alcohol dehydrogenase inhibitor
Podofilox,-10.054077026386961,-0.8149652061571395,-5.74818083135853,1,microtubule inhibitor|tubulin polymerization inhibitor
Podophyllin,-19.11998853157196,-2.6352887364291715,-4.9090751158946935,1,microtubule inhibitor|tubulin polymerization inhibitor
Polidocanol,4.587302420448599,-3.464156939706783,-3.0936010385487456,0,local anesthetic
Polydatin,-7.991094920137847,-1.2180644285687894,-1.9166347007553954,1,ICAM1 expression inhibitor
Polythiazide,6.7752807766563645,-2.1476868147537957,5.2472737741609805,3,sodium/chloride cotransporter inhibitor
Pomalidomide,-16.71280879022757,4.45718108241533,-2.9459996065112493,2,angiogenesis inhibitor|tumor necrosis factor production inhibitor
Ponatinib,-0.00471905199978765,1.368407626556742,-1.9022018815937964,3,Bcr-Abl kinase inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor
Ponesimod,-4.796175553267955,-5.834935122388236,-2.8049400065596375,1,sphingosine 1-phosphate receptor agonist
Posaconazole,-14.672563889799255,7.354479837814916,-5.870451004668052,2,sterol demethylase inhibitor
Potassium,8.2346425664282,2.700141865502874,2.5525687738735523,4,
Potassium Iodide,15.700292182192955,-1.4288996340781979,2.405791786745856,0,
Potassium acetate,7.571698622898205,2.144043222725917,8.071166506608979,3,
Potassium alum,9.486025145960078,2.501871403918506,0.7601386594836251,0,
Potassium aspartate,-9.227804012542473,-4.136450448692184,-0.7142844611354812,1,
Potassium bicarbonate,4.992397827110852,4.4479719678740715,5.065603811259159,4,mineralocorticoid receptor antagonist
Potassium carbonate,9.982732371173181,-0.17389854266308785,6.793214999832565,0,mineralocorticoid receptor antagonist
Potassium cation,9.824347336396599,-0.657300984619482,7.199015515988077,0,
Potassium chloride,13.476845983796826,1.3526404742571299,4.572147370549915,0,
Potassium citrate,1.1948693557019827,-0.7099794238768022,8.190359829957213,3,mineralocorticoid receptor antagonist
Potassium gluconate,2.4162768142570856,-3.082060144538891,-7.111991994613522,3,
Potassium hydroxide,10.799297054194078,-0.28448173287576284,-0.12200960009913782,0,
Potassium lactate,2.05712018110939,2.8719016843813088,6.764488691074325,3,
Potassium nitrate,7.187811991643066,-5.365594687086886,-0.11503409787472275,0,mineralocorticoid receptor antagonist
Potassium perchlorate,10.68606021285944,0.11730408796938833,2.9050359123435032,0,
Potassium sulfate,8.574337796714794,2.7620761552565383,3.0063104025888743,4,
Practolol,1.7123975693171283,-0.6948967353660409,7.984238645477653,3,adrenergic receptor antagonist
Pralatrexate,16.45532856003375,-5.864471168459958,-1.9193611757488256,0,dihydrofolate reductase inhibitor
Pralidoxime,-10.699920537275764,-4.5418472519257085,-0.5213583032585796,1,acetylcholinesterase inhibitor
Pralsetinib,12.919651644855211,3.0580982163273256,-7.346330039222009,0,ALK tyrosine kinase receptor inhibitor
Pramipexole,-3.4075095704268423,5.844527369211039,6.003498035496704,3,dopamine receptor agonist
Pramiracetam,3.436627645410732,7.436242884913728,4.410427089134259,4,acetylcholine receptor agonist
Pramlintide,-5.744319121123071,-3.783460051066827,1.0646765532891802,1,
Pramocaine,-10.448824029289316,-1.5542888766508094,0.2977750685645134,1,topical anesthetic
Prasterone,7.296660258088859,-4.156566949514563,-4.3043221365447435,0,protein synthesis stimulant
Prasterone enantate,11.748959087818308,-1.4564282817976402,3.1943916609258554,0,
Prasugrel,2.0085329267309993,-3.0442004846604545,1.8560065508525836,3,purinergic receptor antagonist
Pravastatin,-3.190795604899783,-1.5959985037793687,1.1294588189411574,3,HMGCR inhibitor
Prazepam,6.570722984882309,19.574949386423842,-3.179863936076889,4,benzodiazepine receptor agonist
Praziquantel,-6.989924473785882,2.2542655219286063,1.9671324378929544,1,anthelmintic agent
Prazosin,11.262513042250198,-0.3500714643739255,-1.3755188356584587,0,adrenergic receptor antagonist
Prednicarbate,-7.49170830871297,-2.7577069241027825,0.044063637992976384,1,phospholipase activator
Prednisolone,0.13351400859289864,-1.8491102081566433,4.330763248484525,3,glucocorticoid receptor agonist
Prednisolone acetate,-8.356952300054093,-2.0910128910869616,3.423266210115542,1,glucocorticoid receptor agonist
Prednisolone phosphate,-4.947839947002157,-2.125611434114431,4.222219921251413,3,glucocorticoid receptor agonist
Prednisolone tebutate,-4.196680550593005,-2.269543535930498,3.9345256824302677,3,anti-inflammatory agent
Prednisone,2.184131993120467,-1.43903357674467,3.079290540011021,3,glucocorticoid receptor agonist
Prednisone acetate,-8.25703192301443,-1.6065806081316656,4.366258968994896,1,glucocorticoid receptor agonist
Pregabalin,-10.975778180232414,-3.7806169825365155,0.20590330233568613,1,
Pregnenolone,3.6049438618318113,-7.225524168310457,-2.3580010549393955,3,glutamate receptor modulator
Prenylamine,4.210707729681758,3.6711332309741778,0.1003240262605215,4,calcium channel blocker
Pretomanid,1.0707851240365038,-4.115576313676871,4.256026435877033,3,nitric oxide donor
Prilocaine,-3.9884000460286,-1.5202365066376116,4.3221287658558785,3,local anesthetic
Primaquine,13.691127417829177,-5.9539326760509,-3.421613319090369,0,antimalarial agent|DNA inhibitor
Primidone,3.591264331466773,4.165837039130462,7.306525865338332,3,GABA receptor antagonist
Probenecid,-2.944630709737764,-2.6645715842358544,7.989220009175231,3,uricosuric blocker
Probucol,-5.723130498739841,-2.645034885363646,4.477967452087066,1,atherogenesis inhibitor
Procainamide,-1.2163384372679962,-3.3012779906147043,5.894062213114979,3,sodium channel blocker
Procaine,12.047912843897189,16.759618273753134,-2.9020027007643043,4,HMGCR inhibitor
Procaine benzylpenicillin,-4.576533120092571,7.389426554511787,0.9363181839404023,2,
Procaine merethoxylline,-13.524953168448466,-2.813743910234013,-0.6161476816825402,1,
Procarbazine,-2.0441545687260834,13.0334232806065,5.36091841204994,4,monoamine oxidase inhibitor
Procaterol,5.444870689743432,-4.399641649831875,-0.043602334737348813,0,adrenergic receptor agonist
Prochlorperazine,2.2385148745118952,10.35959561621405,-1.9304146932959039,4,dopamine receptor antagonist
Procinonide,-8.248081441974406,-2.138237216771176,3.7924931148139183,1,
Procyclidine,-2.180523908336516,-3.233316925922641,-0.7785425461861678,3,acetylcholine receptor antagonist
Profenamine,-8.222725375610802,4.84595239070801,-4.397588890414058,2,butyrylcholinesterase inhibitor|cholinergic receptor antagonist
Proflavine,1.1657500354533743,-1.5081825972445366,2.1576789868290107,3,vitamin B
Progesterone,11.275876671691584,0.0015337353954857468,0.34951440245764553,0,progesterone receptor agonist
Proguanil,3.385597842808937,8.99930770301853,-3.8937192342918006,4,dihydrofolate reductase inhibitor
Promazine,7.090754539977535,5.7090933119019915,-4.120523397373246,4,dopamine receptor antagonist
Promethazine,-12.686001297792156,4.12994495532896,-3.9242502656784226,2,histamine receptor antagonist
Propafenone,4.279431604290882,10.33651229946882,0.5183191446262709,4,antiarrhythmic
Propanoic acid,7.801683833564811,-3.0023904134398784,2.3955412293156417,0,thyroid hormone inhibitor
Propantheline,-7.609609812526764,-3.258826400764276,3.116174804468994,1,acetylcholine receptor antagonist
Proparacaine,0.09147962336367794,3.8566439250393283,7.209957772381235,3,sodium channel blocker
Propiolactone,1.0171522755149431,2.1590029205132626,7.138124633170592,3,
Propiomazine,-11.436124068468441,4.508342112256109,-3.9320470594341015,2,dopamine receptor antagonist
Propiverine,3.157673307730915,0.8335996982029025,4.103949552942615,3,acetylcholine receptor antagonist
Propofol,-6.468753923564389,-4.047218534320559,1.8097381732423232,1,benzodiazepine receptor agonist
Propoxycaine,8.05766349866806,0.45425317287389344,7.464553141851305,3,local anesthetic
Propranolol,-3.9566352193983443,6.478121289993618,-4.083535376040265,2,adrenergic receptor antagonist
Propyl alcohol,8.637107666631383,-2.015169537084017,5.811174365242063,0,apoptosis stimulant|farnesyltransferase inhibitor
Propylene glycol,6.658768358145765,-9.842682545554865,-1.8840252364314538,0,
Propylhexedrine,9.72540514668669,7.198344993882167,-4.509330526853581,4,adrenergic receptor agonist
Propyliodone,11.260081648697799,-6.020343320271845,2.247848148857991,0,
Propylparaben,2.5876832713525535,-1.7323521329011355,1.1026998663635845,3,
Propylthiouracil,4.816993084881159,2.579529398441173,8.255546352820666,3,thyroid peroxidase inhibitor
Protionamide,-5.495130691204226,-5.132841065499778,-0.7080397673851923,1,
Protirelin,-2.5365023532020143,5.19368993319963,3.118833854120255,3,thyrotropin releasing hormone receptor agonist
Protokylol,8.503388758468118,-0.0023465112873169865,6.7157379938953765,0,
Protriptyline,2.582531760456727,4.849153416706718,-4.702310611700507,4,tricyclic antidepressant
Proxibarbal,-12.263912724698752,-0.5509522021655076,3.2461801684356875,1,
Prucalopride,1.84664584151394,3.420862746047294,4.109480151337961,3,serotonin receptor agonist
Prussian blue,6.137782024777689,-3.475958312460777,3.4372127085036146,3,
Pseudoephedrine,-4.948825609412107,0.10327780863913144,2.0175266394243225,3,
Pyrantel,-1.7315265807071085,-5.11839685344048,1.3884781727666031,3,acetylcholine receptor agonist|nicotinic receptor agonist
Pyrazinamide,-1.811508551819407,-0.6047239426800822,5.467344277855411,3,fatty acid synthase inhibitor
Pyridostigmine,2.4549189333713746,4.963985899684206,3.6930058799503858,4,acetylcholinesterase inhibitor|cholinesterase inhibitor
Pyridoxal phosphate,-9.145597240071952,-2.1748284589537312,3.1012933651881105,1,
Pyridoxine,-9.479091060075413,-0.9661906312131753,2.0638542731527507,1,vitamin B
Pyrimethamine,26.72319954979054,-6.144514717815566,-4.684339175294388,0,dihydrofolate reductase inhibitor
Pyrithione,-4.49099677284393,-0.30947577363784856,2.6084013710423237,3,psychoactive drug
Pyrophosphoric acid,-4.770662879846357,-6.739844639351167,-1.601550330383921,1,
Pyruvic acid,7.983909436680942,1.7641683674512052,2.2217985107189935,0,
Pyrvinium,-15.825301696291941,-4.397107691286896,-3.7171333751293694,1,
Quaternium-15,-13.493638808919226,-5.9873255174439555,-1.3664248930027716,1,
Quazepam,1.8806112239109603,-0.3246795522248104,-0.8091545475236032,3,
Quetiapine,0.24716309672129477,-0.49313370270975343,-0.25132330617823884,3,dopamine receptor antagonist|serotonin receptor antagonist
Quinagolide,9.893711931953353,3.031152785151205,8.257874619661113,4,dopamine receptor agonist
Quinapril,-3.6695323146484293,0.20625466002991358,4.515619788624227,3,angiotensin converting enzyme inhibitor
Quinestrol,1.9691985715904619,4.186309723106946,2.33512967552661,3,estrogen receptor agonist
Quinethazone,0.048942840075022594,0.7629021137919334,1.4939056167872242,3,thiazide diuretic
Quinidine,5.271393428508024,-8.547469246047953,-3.783131731406507,0,sodium channel blocker
Quinidine barbiturate,3.11745946668036,-13.100738521255085,-3.410221026984631,0,
Quinine,-6.147425355187754,-5.505187680686951,-1.8807396116993944,1,hemozoin biocrystallization inhibitor
Quinupramine,8.05503653060385,4.445518918511455,1.804090679645595,4,
Quinupristin,-5.838180633744147,-5.629944819596538,-3.662233904099381,1,
Quizartinib,9.805897837783041,5.600385070259608,0.03408231779259684,4,FLT3 inhibitor
Rabeprazole,-2.2731087257872398,10.962879394232466,-2.9198072601926843,4,ATPase inhibitor|gastrin inhibitor
Racemethionine,7.460891805942487,8.513697638029397,1.443428650903528,4,methyltransferase stimulant|phosphodiesterase inhibitor
Racephedrine,-3.121802990471117,-0.08109630421921193,6.389105214633069,3,adrenergic receptor agonist
Radium Ra 223 dichloride,10.76618596295981,4.168143469483255,-6.295332117850479,4,
Raloxifene,6.780821143646677,-2.259827217320435,-1.5968521259906279,0,estrogen receptor antagonist|selective estrogen receptor modulator (SERM)
Raltegravir,12.684341340958117,4.54020722162858,-7.063003784243496,0,HIV integrase inhibitor
Raltitrexed,4.574754609507825,6.341655404801979,-1.6394142107778178,4,thymidylate synthase inhibitor
Ramelteon,3.9276494731564253,0.24337458903872572,6.703148918087454,3,melatonin receptor agonist
Ramipril,1.0668010602691784,0.07659962290083978,2.241076166352911,3,angiotensin converting enzyme inhibitor
Ranitidine,-12.218887716980483,-3.432848845441285,0.794417075490677,1,histamine receptor antagonist
Ranolazine,-2.748942861623793,13.193452310143913,0.9793380972159178,4,sodium channel blocker
Rapacuronium,-9.888900648647697,-1.983616720073841,-1.6147923453374884,1,acetylcholine receptor antagonist
Rasagiline,-17.952965842667336,12.360680082490381,-3.953659107595762,2,monoamine oxidase inhibitor
Rebamipide,-7.598808158838167,9.09164375158239,-1.1459577108556367,2,free radical scavenger
Reboxetine,-3.6049454124128384,-1.52801130158353,2.706265284342405,3,adrenergic receptor antagonist
Regadenoson,-14.131435998631886,-2.6187752513126354,-1.7886004554953838,1,adenosine receptor agonist
Regorafenib,-13.253325089181214,9.5274030837856,-2.087020138914779,2,FGFR inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAF inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor
Relebactam,3.189014905866688,1.637922594686624,4.343798918747858,3,beta lactamase inhibitor
Relugolix,9.020409775211185,-3.5765586556441793,-6.016526484931465,0,gonadotropin releasing factor hormone receptor antagonist
Remdesivir,0.18947262983255056,4.862210128374913,-4.765206503094561,4,
Remifentanil,5.9494722543365395,0.554350658799901,1.0895168346425925,3,
Remimazolam,-6.772001250714797,-1.7446710411096549,-2.7764034845323917,1,benzodiazepine receptor agonist
Remoxipride,-4.587460049686196,-1.8415272677768706,4.449310067400256,3,dopamine receptor antagonist
Repaglinide,1.0785954956007597,0.9777968509395928,1.640191707695672,3,insulin secretagogue
Repotrectinib,-3.7831095487299615,1.9518157361101494,-2.5149984767015594,3,receptor tyrosine protein kinase inhibitor
Rescinnamine,-0.1358289340047946,-3.881125900125544,-2.7329115596250197,3,
Reserpine,-0.8836795680644554,-3.1717702410197464,-4.4880405958318,3,vesicular monoamine transporter inhibitor
Resmetirom,-0.9224612430454959,-1.5446823602547124,-0.8677178875679427,3,thyroid hormone receptor agonist
Resorcinol,1.047461750908703,-4.294026076337005,-0.3731261199724259,3,phosphodiesterase inhibitor
Resorcinol monoacetate,-4.102508900544708,-4.101991291624927,0.5196095848209447,1,antiseptic
Retapamulin,-17.913732848120148,8.933731277254141,-3.090173147312183,2,protein synthesis inhibitor
Revefenacin,9.462076004445878,3.662682048619091,-3.501344831852774,4,cholinergic receptor antagonist
Revumenib,-0.058808656622916566,0.8323182517740736,-0.9860688422796042,3,
Rezafungin,-15.84774998579539,-4.399756351006818,-2.2696491147364335,1,
Ribavirin,-2.1800509753855377,-8.946833372217625,-2.4602170876995104,3,antiviral
Ribociclib,8.326910630630879,4.8514914242604,-4.8322052410023,4,CDK inhibitor
Riboflavin,-6.678943468001295,-3.142549378476159,1.328539697565726,1,vitamin B
Ribostamycin,-13.540754222142509,-1.6344903436484608,1.394372812433787,1,bacterial 30S ribosomal subunit inhibitor
Rifabutin,8.858664095538924,-5.24043311878302,-1.4743117336208744,0,protein synthesis inhibitor
Rifampin,3.2255342376741436,-6.224827426185478,0.25083991739183026,3,RNA polymerase inhibitor
Rifamycin,6.156306631085288,-6.586676842812444,0.08859861603534047,0,DNA directed RNA polymerase inhibitor
Rifapentine,0.7494564667625403,-3.0555492818820094,-1.8886207425256298,3,RNA polymerase inhibitor
Rifaximin,7.079951479419022,-4.329089677571299,0.03293175747623481,0,RNA synthesis inhibitor
Rilmenidine,3.001829354886904,2.8790137980075485,-4.3296702435950385,4,adrenergic receptor agonist|imidazoline receptor agonist
Rilpivirine,-16.023280497229674,4.5603270159057345,-3.198025501522098,2,non-nucleoside reverse transcriptase inhibitor
Riluzole,-4.4748908644658885,1.4972733295750646,0.8518523018422739,3,glutamate inhibitor
Rimantadine,6.451099301070682,10.978263227167492,2.517141447883311,4,antiviral|RNA synthesis inhibitor
Rimegepant,2.452662360006849,-1.613262332641642,-5.314721824823812,3,calcitonin antagonist
Rimexolone,-2.962384850931826,6.153267613729427,-0.6782865004734042,3,glucocorticoid receptor agonist
Rimonabant,-13.091877609402045,-5.192766606364767,-2.7078640893910673,1,cannabinoid receptor antagonist
Riociguat,13.128534851302554,-1.6648248277956175,-2.4313269741231465,0,guanylate cyclase stimulant
Ripretinib,12.784394625943442,-1.7840604119904815,-7.6453890926185855,0,receptor tyrosine protein kinase inhibitor
Risdiplam,4.624115437123676,0.22227623493531862,-4.792802291838944,0,RNA splicing inhibitor
Risedronic acid,6.601552757611293,-0.2670968133691254,8.722326732101015,3,osteoclast inhibitor
Risperidone,0.13842433874695736,8.886361299977363,-1.42452402514999,4,dopamine receptor antagonist|serotonin receptor antagonist
Ritiometan,2.4653463880760764,-7.906524169171253,0.25752239589979975,3,
Ritlecitinib,-7.597360535291406,8.957957839947298,-7.527407703821818,2,JAK inhibitor
Ritodrine,6.48075066293933,-4.923021233003736,0.736987122671495,0,adrenergic receptor agonist
Ritonavir,-8.826417600985502,-1.4598008258311481,-1.088309115929062,1,HIV protease inhibitor
Rivaroxaban,-13.134635048233438,-1.6889045834227467,-1.809687789113906,1,coagulation factor inhibitor
Rivastigmine,-16.85157939651111,-1.9695231018840942,-1.319174490956659,1,acetylcholinesterase inhibitor
Rizatriptan,0.6205425329600104,6.688118398802416,8.081511192604458,3,serotonin receptor agonist
Rocuronium,-2.0140473394824845,11.205892098383378,-3.6732388169678907,4,acetylcholine receptor antagonist
Rofecoxib,7.57720348540536,-5.853776730625534,1.3936859040865188,0,cyclooxygenase inhibitor
Roflumilast,6.143197147725065,5.025067652914563,0.7292080910337384,4,phosphodiesterase inhibitor
Rolapitant,-5.324766024102022,-2.7173824172424954,1.405822951427154,1,neurokinin receptor antagonist
Rolitetracycline,3.72599228949413,-4.912878670232577,4.135053659821391,3,bacterial 30S ribosomal subunit inhibitor
Romidepsin,-17.145370771509647,-4.1585350237607575,-4.326155560194891,1,HDAC inhibitor
Ropinirole,-1.6674231030278563,4.711730209301371,1.3363881639881479,3,dopamine receptor agonist
Ropivacaine,-10.569164568575424,-0.2856480328321684,0.9714477011055244,1,sodium channel blocker
Rose bengal,1.5444405328720048,3.2874620711454403,-5.948615942792055,4,contrast agent|immunostimulant
Rose bengal I-131,-4.388705610294592,-8.036457878594899,-2.8558704642640507,1,
Rosiglitazone,23.74345768647246,4.827717280887231,-5.002734266667502,0,insulin sensitizer|PPAR receptor agonist
Rosoxacin,-0.010510141798718415,-2.263748218574701,0.7183832927841379,3,topoisomerase inhibitor
Rosuvastatin,7.550562504924842,-2.3538156980797935,-6.82677295399293,0,HMGCR inhibitor
Rotigotine,6.940200563203184,3.281581683578084,2.4693936538064993,4,dopamine receptor agonist
Roxadustat,3.702851820376823,1.9392701203240623,-1.5263515478536067,3,
Roxithromycin,4.022270367818234,8.685964007989666,0.22203958755955305,4,bacterial 50S ribosomal subunit inhibitor
Rubidium,9.210789667312607,-3.2393734715600453,0.3562903527295893,0,
Rubidium Rb-82,14.40630954166914,-2.1479230223607653,0.4632678683726977,0,
Rucaparib,2.8623868613000427,10.056413254066557,-3.301888222498884,4,PARP inhibitor
Rufinamide,-3.4083183665196835,-2.6181784809118254,-2.063109111958625,3,voltage-gated sodium channel blocker
Rupatadine,-9.708866213396457,7.727624676304139,-2.4355842740366773,2,histamine receptor antagonist|platelet activating factor receptor antagonist
Rutin,7.677217756856627,-2.065665573034808,3.4928914983603194,0,antioxidant|capillary stabilizing agent|nitric oxide scavenger
Ruxolitinib,9.100006332253677,3.812906863124865,-1.2140276847103229,4,JAK inhibitor
Sacubitril,1.6422688255268527,-0.6334815320632962,5.566897812673616,3,neprilysin inhibitor
Safinamide,0.7728971228402611,-3.3171215974124335,-1.963225277372137,3,dopamine reuptake inhibitor|glutamate inhibitor|monoamine oxidase inhibitor
Salicylamide,17.7074157957013,-0.5939130870733934,-0.3944994258819957,0,analgesic agent
Salicylanilide,7.77475520550598,-10.640306493167701,-2.089469119336899,0,other antibiotic
Salicylic acid,3.315605693797543,-0.041693222648784195,5.806455432103503,3,cyclooxygenase inhibitor|prostanoid receptor antagonist
Salmeterol,-1.5908758177676132,2.32068108607901,0.07681957522887707,3,adrenergic receptor agonist
Salsalate,-1.5207104830534064,-3.0615332861540097,3.2535493435580847,3,NFkB pathway inhibitor
Samarium (153Sm) lexidronam,-7.894667896811643,-5.401017774896358,0.24731386062451483,1,
Samidorphan,3.910009900018507,4.688461157705335,6.610391065188897,3,
Sapropterin,-3.8670278360371237,-1.2582963729459975,6.100509209522012,3,phenylalanine 4-hydroxylase stimulant
Saquinavir,5.630899915930458,3.7448765581321446,0.6739793942076101,4,HIV protease inhibitor
Sarecycline,-11.761338387139828,-2.266709344809627,0.4721452680887621,1,antitumor agent
Saxagliptin,-1.8154078335366168,-7.011600848342502,-1.8533327599945404,3,dipeptidyl peptidase inhibitor
Scarlet red,-12.824737929716678,-7.030395786128143,-2.1886865818133745,1,
Scopolamine,-7.661821750914407,-4.0381024298269415,2.0346966358504854,1,acetylcholine receptor antagonist
Secnidazole,-5.0356398922854595,-0.1633491990680224,2.664822215653942,3,acetylcholinesterase inhibitor|microtubule inhibitor
Secobarbital,-5.284750466861471,-2.8085237429549403,-1.066803310643082,1,
Segesterone acetate,4.0116280225789,-1.8355703220972004,3.048528254949517,3,progesterone receptor agonist
Seladelpar,4.219930303440795,-3.354910220270412,-1.7180109174513531,3,PPAR receptor agonist
Selegiline,1.891437640918174,-2.0147310759179478,7.0525484268255125,3,monoamine oxidase inhibitor
Selenic acid,5.665105907630537,-3.46517972897374,4.863972822348893,3,
Selenious acid,-2.483821170877363,1.5156719784795571,1.664763821664652,3,
Selenium,13.154489353678615,4.297326715610344,0.33232297794017435,0,
Selenium Sulfide,7.0862944961919085,-7.969530821081317,-2.0523257005769007,0,
Selenomethionine,-2.842558611047683,-3.303537104640293,4.207104624811729,3,
Selenomethionine Se-75,-0.16935448759055013,1.9578627246974125,2.7495104942563837,3,
Selexipag,23.088056259682194,4.715115685342125,-6.315503523801007,0,IP1 prostacyclin receptor agonist|platelet aggregation inhibitor
Selinexor,-13.046642805684595,1.6793175424232154,-3.6046791943529843,1,exportin antagonist
Selpercatinib,-10.37602174550596,2.402045462290508,-1.4650885796916344,1,
Selumetinib,1.283520329932454,7.488925370872903,-3.1693445335588897,4,MEK inhibitor
Semaglutide,-3.729920161848298,-7.021667890357123,-3.956592679342408,1,
Serdexmethylphenidate,-16.348219639775163,0.15410685778483282,1.0468283968723924,1,
Sertaconazole,14.499193459226243,0.3082675808659321,-0.6111073467293947,0,sterol demethylase inhibitor
Sertindole,-12.242713836028761,-2.399194307417241,-2.9171954659929047,1,dopamine receptor antagonist|serotonin receptor antagonist
Sertraline,-10.080832743695904,-3.6347536181240585,-5.216162374088671,1,selective serotonin reuptake inhibitor (SSRI)
Setmelanotide,-2.571995578659568,-8.140597655107017,-2.315698617459651,1,melanocortin receptor agonist
Sevelamer,9.8294271527507,-9.898492142283157,-3.9260375780525893,0,
Sevoflurane,18.912560382643225,2.3813689796968722,-2.0914998923555754,0,membrane integrity inhibitor
Sibutramine,-7.0711867497355705,-1.2783038806513425,1.0710235836213395,1,
Silanol,2.795753271204668,-8.95834456712893,-3.7884767777927615,3,
Sildenafil,7.12974558201784,1.7666014987352883,-1.1430477626649724,4,phosphodiesterase inhibitor
Silicon,15.550051721432947,-1.8953449391317645,0.05303802375164922,0,
Silicon dioxide,11.745858079181735,-10.329422438558783,-2.1751399714952147,0,
Silodosin,6.873865724594207,1.031624357842688,-4.773794454636068,0,adrenergic receptor antagonist
Silodrate,12.161693804562615,-1.8237240569192354,-7.782576305817666,0,
Silver,9.929259940431166,-5.755281173544621,-0.7484207817523273,0,
Silver nitrate,7.499788836832794,-6.264119496375277,-1.4089451115486844,0,
Silver sulfadiazine,-3.3843757572639563,-2.2108277742942932,2.7569340779138005,3,PABA antagonist
Simeprevir,-1.2106653634486095,-6.730950385532874,-3.0438529968717645,3,HCV inhibitor
Simethicone,11.498749217300464,-8.567641925364427,3.085828679994898,0,
Simvastatin,14.412818892601475,1.909855355033805,-6.240817462680553,0,HMGCR inhibitor
Sinapultide,-6.101669974921133,-2.8234808211162092,3.3263325254084846,1,cholecystokinin agonist
Siponimod,0.5249172716708118,1.1570792611776923,-6.897271221580435,3,sphingosine 1-phosphate receptor modulator
Sirolimus,2.8565248898273055,-3.1256898235668813,-3.3510224756669946,3,mTOR inhibitor
Sitagliptin,-2.9227966935369385,-0.6686893113545105,-0.3493298376774332,3,dipeptidyl peptidase inhibitor
Sitaxentan,2.02838205254022,-2.0496741550412896,4.301324420910111,3,endothelin receptor antagonist
"Sodium 1,2-Dipalmitoyl-sn-glycero-3-phospho-(1'-rac-glycerol)",-13.024371656036184,-2.0999612335481808,0.12657910782495146,1,
Sodium acetate,9.414812235593148,-3.1319559114016617,1.8672515178078777,0,
Sodium ascorbate,0.5958568031953007,-11.104942599237445,-3.1133523675604033,3,
Sodium aurothiomalate,-0.8725178442689195,-3.839312804726058,-3.1992168040779534,3,
Sodium aurotiosulfate,4.117359491586915,-1.0344393953818671,-1.1717508649304995,3,
Sodium bicarbonate,7.664334611328267,5.78886059944829,-1.0228646442622125,4,
Sodium bisulfite,-4.869026487454924,13.667025603334219,-2.947021530554965,2,
Sodium borate,-13.442916359757005,-3.1447282375508006,-0.17571152384230604,1,HDAC inhibitor
Sodium camphorsulfonate,11.87095648542712,2.201103994109999,3.1938899153259124,0,
Sodium carbonate,11.278948168294985,-4.465351746572575,-0.9687472680262712,0,
Sodium chloride,9.671567649447796,-1.4917473398093994,-2.456885470151883,0,
Sodium chromate Cr-51,3.755000652305806,-5.3842131859917535,-1.385121439727511,3,
Sodium citrate,3.3448214510914163,-0.2795440116333003,7.245482119359587,3,nitric oxide donor
Sodium feredetate,-16.670446724608897,-2.7495775892685006,-0.3395316227695366,1,
Sodium ferric gluconate complex,-5.632700331280322,-3.414504599100484,1.8509181630933855,1,
Sodium fluoride,11.934137699384149,-3.7514102728411984,-2.2830051448695823,0,
Sodium fluorophosphate,4.543278154441169,1.4260108232121993,-0.3575477429513167,3,
Sodium glycerophosphate,-1.258727111215963,-3.527642989742073,3.5532193497695364,3,
Sodium hydroxide,7.8272872091174746,-3.055150384953958,-6.534627768948314,0,
Sodium iodide,11.168234691988422,-5.384444546715886,-1.2179371770942302,0,
Sodium lauryl sulfoacetate,1.2846502388389616,-5.233429131883072,-3.245642710511395,3,
Sodium metavanadate,10.840031199260862,4.330393812659979,-1.6303892710301213,4,
Sodium molybdate,9.52145253425531,-2.805399119031693,-3.3283838023604844,0,
